No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
208,T,"Amid coronavirus pandemic, Phoenix bar offering free roll of toilet paper with deliveries",6162814463126973159,4,0,1,6
209,T,Burger King responds to coronavirus pandemic by offering free kids meals,6136175755200217228,4,3,31,129
210,T,Gov. Abbott: AT&T waiving internet data usage fees for those without unlimited data,3196977229385188187,3,2,5,8
211,T,COVID-19 pandemic triggers indefinite closure of Eiffel Tower in Paris,2374551760557619079,4,0,2,3
212,T,Italy imposes nationwide travel restrictions in desperate bid to contain COVID-19,7806189946300345636,3,0,5,8
213,T,Vatican City reports its first case of coronavirus days after Pope tested negative,2443203787765033090,2,6,67,56
214,T,"Dog tests 'weak positive' for coronavirus in Hong Kong, first possible infection in pet",4378104306790275982,4,6,67,56
215,T,"Japanese Prime Minister Shinzo Abe is asking all elementary, middle and high schools nationwide to close until late March to help control the spread of the new virus in the country",8134288348011935112,3,2,2,1
216,T,Mark Blum: Madonna pays tribute to co-star after coronavirus death,7484206949820221578,3,0,0,0
217,T,Terrence McNally: Playwright dies of coronavirus complications,264778346636823850,3,11,117,313
218,U,"New York City hospital staff seen wearing trash bags for protection, co-worker dies from coronavirus",1404680467318001328,3,0,1,1
219,U,"China cashes in off coronavirus, selling Spain $467 million in supplies, some of them substandard",7353983838335813703,4,1,2,4
220,U,Mark Cuban predicts 'we are truly going to see the best of capitalism' after coronavirus 'recession',2099619651088632199,3,0,0,0
221,U,"Over 4 million New Yorkers  ?or 50 percent of the city's population  ?will get the coronavirus, Mayor de Blasio warned Wednesday",5670472443673678902,3,2,3,10
222,U,Online ministries see record number of people turning to Jesus amid pandemic,8425969926711082617,3,2,8,7
223,U,Medical facilities themselves could become hubs for transmission,135035155266356780,3,132,128,378
224,U,Coronavirus patients 'doing better' in testing with anti-malaria drug,481451994400863719,4,0,2,3
225,U,"NBA star Karl-Anthony Towns reveals mom is in medically induced coma, believes she has coronavirus",7762600817778441505,3,0,0,0
226,U,No normally functioning economy if thousands of Americans die from coronavirus,5887255825408992573,3,1,0,1
227,U,"Loss of taste, smell could be telltale sign of coronavirus",5166516421034957157,3,0,6,6
228,U,"COVID-19 more contagious than SARS or MERS, can live on surfaces for up to 9 days",5407691623092609668,4,0,0,0
229,U,Connecticut party of 50 guests became coronavirus 'super-spreading event',5046463370543807746,4,0,0,1
230,U,Coronavirus deaths could exceed armed forces casualties in WWII,1738314806499972286,4,9,18,27
231,U,"Coronavirus outbreak in US 'at best could be 10 times worse than bad flu season,' expert warns",2674318562666750447,4,0,0,0
232,U,The British citizens trying to flee China,3246479254334794928,3,0,0,0
233,U,Pakistan will not evacuate citizens from Wuhan,4330395375183742988,3,5,15,47
234,U,"Trump says coronavirus outbreak is ""all under control"" and a ""very small problem"" in US",3841168218085671004,2,291,940,1485
235,U,More airlines suspend flights to and from China amid coronavirus fears,2954980722539807624,3,14,43,76
236,U,The coronavirus could cost China's economy $60 billion this quarter. Beijing will have to act fast to avert a bigger hit,4823008892096916841,3,0,2,8
237,U,Desperate Chinese resort to using FRUIT as face masks,3343802334106160227,4,1,0,9
238,U,French Asians hit back at racism with 'I am not a virus' hashtag,8107970187732560941,4,3,5,9
239,U,China accused of lying over true scale of coronavirus,1950455058663111124,4,0,6,4
240,U,Face masks sell out online and in shops across Britain as coronavirus panic,1415277858262131901,4,4,17,20
241,U,Study of coronavirus in BATS sheds light on how the killer virus evolves,1853336838395162070,3,38,123,133
242,U,China turned down US offer to send scientists to  fight coronavirus,4419749134409478984,4,49,410,759
243,U,Bill Gates Predicted a Coronavirus-Like Outbreak in 2019 Netflix Documentary,2715799862622122609,4,13,32,48
244,U,Johnson & Johnson is 'pretty confident' it can make a coronavirus vaccine,6514236793534965586,3,12,47,85
245,U,US health experts hosted fictional coronavirus  pandemic simulation three months ago,7688619605516360345,2,0,0,1
246,U,China use its status as a major superpower to pressure the World Health Organisation,6788148848297282881,4,256,1348,2222
247,U,Chinese woman who 'bragged about cheating airport coronavirus screenings' tracked down in France,6615850154312529925,4,0,2,0
248,U,Suspected coronavirus patient is wheeled out of a Chinese airport in a see-through quarantine box,5433437109298809748,3,2,35,32
249,U,Satellite images show construction of Wuhan hospitals,7919135715978041477,3,1,7,23
250,U,"Coronavirus fears sees taxi driver don hazmat suit, goggles to pick up passenger",5373793286873692821,4,1,7,23
251,U,China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,3626309391249473076,4,1,5,14
252,U,Harrowing footage shows dog yelping as it is barbecued alive in street market,6839098975759683040,3,36,91,57
253,U,People are searching corona beer virus ?after confusing lager with coronavirus,5198768677372872830,3,7,60,131
254,U,China Open postponed due to coronavirus will have huge impact on World Championship seeding and qualification,5843834681026448552,4,0,0,0
255,U,France's Pasteur Institute Foundation hoping to develop coronavirus vaccine,3356798454574439799,4,0,0,0
256,U,"Coronavirus: top Hong Kong medical school flouts health guidelines as it lets staff working on mainland to skip quarantine ""Coronavirus: Lawmaker, local factory team for reusable, antibacterial masks, though efficacy against viruses unknown""",3921630963845637295,4,3,11,10
257,U,"Coronavirus: number of cases in Hong Kong could jump almost 2,000 per cent in next two weeks, scientist predicts",6434661061328057728,4,3,22,35
258,U,Hongkongers ?online orders for masks cancelled as overseas suppliers report shortages,6824266934097908534,3,0,0,0
259,U,China's unemployment risks surge as service providers bear the brunt of coronavirus outbreak,8987606742754547418,4,1,8,10
260,U,India's homeopathic sure ?for coronavirus  mmature and irresponsible ?,6078672969967904185,3,3,62,184
261,U,Tens of millions of masks on way to Hong Kong and prisoners will work around the clock to make more as city confirms its 12th case,8264638435433332155,3,0,0,0
262,U,"Tensions high as thousands queue in Hong Kong desperate for masks, many leaving empty-handed",6549003195689786821,3,0,0,0
263,U,The Hongkongers whose livelihoods depend on being able to cross the border,3268463630577967834,3,1,8,9
264,U,Chinese health experts warn patients can get reinfected,2716448871354087023,4,3,15,11
265,U,"""Hong Kong unemployment rate expected to hit 2003 levels at up to 5 per cent under Sars, as Wuhan coronavirus deals new blow to protest-hit economy and tourism""",1419596780590611299,3,2,12,19
266,U,Canadian coronavirus profiteers run rampant as Vancouver donates thousands of N95 medical masks to Wuhan,4117501379445404401,4,2,7,13
267,U,Wilbur Ross says coronavirus could bring jobs back to the US from China,2773089143393535340,2,6,29,89
268,U,Demand for face masks surges amid short supply in Hong Kong as government denies accusation it stockpiled safety gear for internal use,5274168694797046792,4,0,11,12
269,U,Influencers Tell TikTok to Stop Purging Their Videos,4638619482348126126,3,0,0,1
270,U,Outbreaks of xenophobia in west as coronavirus spreads,5285333940524881110,3,38,105,172
271,U,Hongkongers take no chances with deadly coronavirus,9051085070042477177,3,0,0,0
272,U,The Coronavirus Is Now Infecting People Who Haven't Traveled to China,1215443735970888978,3,0,0,0
273,U,Thousands on virus lockdown at China-backed plant in Indonesia,3094847761355669874,3,0,0,0
274,U,The coronavirus could cost China's economy $60 billion,7246325647211656277,3,0,1,5
275,U,"Alibaba billionaire Jack Ma, China&#39;s richest man, pledged $14.5 million to fight the coronavirus",2090890817431688377,2,3,63,136
276,U,The outbreaks of both the Wuhan coronavirus and SARS likely started in Chinese wet markets,5418687642172585091,3,21,57,37
277,U,"As the coronavirus spreads, fear is fueling racism and xenophobia",4598048193536320881,4,0,0,0
278,U,Asian students at Arizona State University say they&#39;re being treated differently after a case of the Wuhan coronavirus was confirmed there,3510323521463206414,4,3,12,7
279,U,"The Wuhan coronavirus seems to have a low fatality rate, and most patients make full recoveries",3318002429745675052,3,0,6,15
280,U,Anti-China sentiment spreads abroad along with coronavirus,2633761440769564126,2,19,60,67
281,U,Pasteur Institute eyes coronavirus vaccine in 2021,3057798385390040851,3,0,1,1
282,U,China  s covering up number of dead ?says teacher stranded in Wuhan,7572997243066434404,4,0,0,0
283,U,Coronavirus Has Europe Treating Chinese People Like the Plague,799695302077252316,4,1,7,5
284,U,Coronavirus Seems to Be Striking More Adults Than Kids,8972835525845716137,4,0,2,0
285,U,China says U.S. move to raise travel warning is inappropriate,9104148867539685627,4,60,46,64
286,U,CDC director says risk to U.S. public from coronavirus is low,3643744532260280165,4,17,43,88
287,U,Nearly 200 Americans airlifted from China placed under coronavirus quarantine,32215722736760073,3,2,26,38
288,U,Trump: Coronavirus will have very good ending for us,98646265580620795,2,0,2,5
289,U,Mark Mobius says investors should look to emerging markets virus impact will be 'temporary',5108363535308487838,3,0,0,3
290,U,"Wuhan doctors beaten up, overworked, under supplied",6895998073792724448,2,5,49,58
291,U,"The shunned: People from virus-hit city tracked, quarantined",7827263030738947913,3,0,0,0
292,U,China is using drones to scold people for going outside and not wearing masks amid the coronavirus outbreak,7247302473029407786,4,6,22,33
293,U,"If the China coronavirus doesn't get you in Malaysia, fake, racist news about it might",479469489333252002,3,0,1,2
294,U,"German air force evacuates citizens from Wuhan; gives China 10,000 protective suits",3092406085459911333,3,4,60,144
295,U,"As Wuhan Coronavirus Drags on Chinese Markets, the World Economy Braces for a Slowdown",1925758432484021918,4,0,0,0
296,U,Chinese locked down in coronavirus epicentre Wuhan fight despair and boredom with humour,2539463744418254116,4,1,10,8
